Title,Year,Age,Netflix,Hulu,Disney,Key,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards
The Fosters,2013,16+,1,0,0,The Fosters2013,"Bradley Bredeweg, Peter Paige","Drama, Romance",7.9,24239,97,USA,7 wins & 32 nominations.
Hawaii Five-0,2010,16+,1,0,0,Hawaii Five-02010,"Peter M. Lenkov, Alex Kurtzman, Leonard Freeman, Roberto Orci","Action, Crime, Drama",7.3,65677,82,USA,Nominated for 1 Golden Globe. Another 18 wins & 23 nominations.
Supergirl,2015,7+,1,0,0,Supergirl2015,"Ali Adler, Greg Berlanti, Andrew Kreisberg","Action, Adventure, Drama, Sci-Fi",6.3,109219,88,USA,12 wins & 40 nominations.
Limitless,2015,16+,1,0,0,Limitless2015,Craig Sweeny,"Comedy, Crime, Drama, Sci-Fi, Thriller",7.7,61198,57,USA,0
Messiah,2020,18+,1,0,0,Messiah2020,Michael Petroni,"Drama, Mystery, Thriller",7.6,34993,44,USA,0
The Shannara Chronicles,2016,16+,1,0,0,The Shannara Chronicles2016,"Alfred Gough, Miles Millar","Adventure, Fantasy, Sci-Fi",7.2,53484,77,"USA, New Zealand",3 nominations.
Crash Landing on You,2019,16+,1,0,0,Crash Landing on You2019,0,"Comedy, Romance",8.7,9640,0,South Korea,3 wins & 9 nominations.
Bleach,2004,18+,1,1,0,Bleach2004,Tite Kubo,"Animation, Action, Adventure, Fantasy, Thriller",8.1,42545,0,Japan,2 wins & 8 nominations.
Top Boy,2011,18+,1,0,0,Top Boy2011,Ronan Bennett,"Crime, Drama, Thriller",8.4,11760,95,UK,3 wins & 9 nominations.
Jonathan Strange & Mr Norrell,2015,16+,1,0,0,Jonathan Strange & Mr Norrell2015,0,"Fantasy, History, Sci-Fi, War",8.1,11826,91,UK,3 wins & 7 nominations.
Haven,2010,16+,1,0,0,Haven2010,"Jim Dunn, Sam Ernst","Crime, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",7.5,34864,63,"Canada, USA",1 win & 17 nominations.
Queen of the South,2016,16+,1,0,0,Queen of the South2016,"M.A. Fortin, Joshua John Miller","Action, Crime, Drama, Thriller",7.9,17866,66,"USA, Mexico, Spain, Malta",2 wins & 17 nominations.
Delhi Crime,2019,,1,0,0,Delhi Crime2019,Richie Mehta,"Crime, Drama",8.5,10461,91,India,2 wins.
Hart of Dixie,2011,7+,1,0,0,Hart of Dixie2011,Leila Gerstein,"Comedy, Drama, Romance",7.7,44293,81,USA,1 win & 4 nominations.
Bloodline,2015,18+,1,0,0,Bloodline2015,"Glenn Kessler, Todd A. Kessler, Daniel Zelman","Drama, Thriller",8.0,43018,62,USA,Nominated for 1 Golden Globe. Another 4 wins & 16 nominations.
Middleditch & Schwartz,2020,18+,1,0,0,Middleditch & Schwartz2020,"Thomas Middleditch, Ben Schwartz",Comedy,8.7,2948,100,USA,0
Middleditch & Schwartz,2020,18+,1,0,0,Middleditch & Schwartz2020,"Thomas Middleditch, Ben Schwartz",Comedy,8.7,2948,100,USA,0
Dirty Money,2018,16+,1,0,0,Dirty Money2018,0,"Documentary, Crime",8.1,7326,100,USA,1 nomination.
Don't F**k with Cats: Hunting an Internet Killer,2019,18+,1,0,0,Don't F**k with Cats: Hunting an Internet Killer2019,0,"Documentary, Crime",8.1,33681,67,"UK, USA",Won 1 Primetime Emmy. Another 1 win & 3 nominations.
Babylon Berlin,2017,18+,1,0,0,Babylon Berlin2017,"Henk Handloegten, Tom Tykwer, Achim von Borries","Crime, Drama, Thriller",8.4,16981,0,Germany,22 wins & 17 nominations.
That '70s Show,1998,16+,1,0,0,That '70s Show1998,"Mark Brazill, Bonnie Turner, Terry Turner","Comedy, Romance",8.1,151859,0,USA,Won 1 Primetime Emmy. Another 14 wins & 77 nominations.
The Magicians,2015,16+,1,0,0,The Magicians2015,"Sera Gamble, John McNamara","Drama, Fantasy, Mystery",7.6,42088,0,"USA, Canada",1 win & 8 nominations.
Chef's Table,2015,all,1,0,0,Chef's Table2015,0,Documentary,8.6,12897,100,USA,Nominated for 8 Primetime Emmys. Another 1 win & 6 nominations.
TURN: Washington's Spies,2014,16+,1,0,0,TURN: Washington's Spies2014,Craig Silverstein,"Drama, History, War",8.1,19019,81,USA,5 nominations.
Crazy Ex-Girlfriend,2015,16+,1,0,0,Crazy Ex-Girlfriend2015,"Rachel Bloom, Aline Brosh McKenna","Comedy, Musical",7.8,16413,98,USA,Won 1 Golden Globe. Another 12 wins & 31 nominations.
Soul Eater,2008,16+,1,1,0,Soul Eater2008,0,"Animation, Action, Adventure, Comedy, Fantasy, Horror",7.8,10723,100,Japan,0
Lost Girl,2010,16+,1,0,0,Lost Girl2010,Michelle Lovretta,"Drama, Fantasy, Mystery, Romance",7.7,28284,65,Canada,2 wins & 13 nominations.
Wynonna Earp,2016,16+,1,0,0,Wynonna Earp2016,0,"Action, Drama, Fantasy, Mystery, Thriller, Western",7.4,17487,93,"Canada, USA",10 wins & 23 nominations.
Galavant,2015,7+,1,0,0,Galavant2015,Dan Fogelman,"Adventure, Comedy, Fantasy, Musical",8.1,14037,89,USA,Nominated for 1 Primetime Emmy. Another 3 nominations.
Travelers,2016,16+,1,0,0,Travelers2016,Brad Wright,"Drama, Mystery, Sci-Fi, Thriller",8.1,43850,0,"Canada, USA",4 wins & 16 nominations.
Hilda,2018,7+,1,0,0,Hilda2018,"Kurt Mueller, Luke Pearson, Stephanie Simpson","Animation, Adventure, Comedy, Family, Fantasy",8.6,5128,100,"UK, Canada, USA",4 wins & 5 nominations.
The Originals,2013,16+,1,0,0,The Originals2013,Julie Plec,"Drama, Fantasy, Horror, Mystery",8.2,114208,27,USA,Nominated for 1 Primetime Emmy. Another 12 nominations.
Episodes,2011,18+,1,0,0,Episodes2011,"David Crane, Jeffrey Klarik",Comedy,7.8,32450,80,"UK, USA",Won 1 Golden Globe. Another 1 win & 21 nominations.
Absolutely Fabulous,1992,16+,1,1,0,Absolutely Fabulous1992,0,Comedy,8.1,17526,96,UK,9 wins & 18 nominations.
Living with Yourself,2019,18+,1,0,0,Living with Yourself2019,Timothy Greenberg,"Comedy, Drama, Sci-Fi",7.2,24093,84,USA,Nominated for 1 Golden Globe. Another 4 nominations.
Malcolm in the Middle,2000,7+,1,1,0,Malcolm in the Middle2000,"Linwood Boomer, Michael Glouberman, Gary Murphy, Andy Bobrow","Comedy, Family",8.0,110066,0,USA,Nominated for 7 Golden Globes. Another 46 wins & 107 nominations.
The Keepers,2017,16+,1,0,0,The Keepers2017,0,"Documentary, Crime",8.1,17577,96,USA,Nominated for 1 Primetime Emmy. Another 1 win & 7 nominations.
Cheer,2020,16+,1,0,0,Cheer2020,0,"Documentary, Reality-TV",8.2,3721,96,USA,Won 3 Primetime Emmys. Another 1 win & 4 nominations.
Disenchantment,2018,16+,1,0,0,Disenchantment2018,"Matt Groening, Josh Weinstein","Animation, Action, Adventure, Comedy, Fantasy",7.2,42009,68,USA,0
Dead Set,2008,18+,1,0,0,Dead Set2008,0,"Comedy, Drama, Horror",7.7,18323,90,UK,4 nominations.
Ezel,2009,all,1,0,0,Ezel2009,0,"Crime, Drama, Thriller",8.6,25143,0,Turkey,4 wins & 3 nominations.
Nurse Jackie,2009,18+,1,0,0,Nurse Jackie2009,"Liz Brixius, Evan Dunsky, Linda Wallem","Comedy, Drama",7.7,24326,81,USA,Nominated for 5 Golden Globes. Another 15 wins & 86 nominations.
Nurse Jackie,2009,18+,1,0,0,Nurse Jackie2009,"Liz Brixius, Evan Dunsky, Linda Wallem","Comedy, Drama",7.7,24326,81,USA,Nominated for 5 Golden Globes. Another 15 wins & 86 nominations.
Imposters,2017,16+,1,0,0,Imposters2017,"Paul Adelstein, Adam Brooks","Comedy, Crime, Drama, Mystery",7.8,9347,100,USA,1 win & 1 nomination.
Madam Secretary,2014,16+,1,0,0,Madam Secretary2014,Barbara Hall,Drama,7.6,19648,68,USA,2 wins & 7 nominations.
Chewing Gum,2015,16+,1,0,0,Chewing Gum2015,0,Comedy,7.7,7133,100,UK,4 wins & 4 nominations.
Glee,2009,16+,1,0,0,Glee2009,"Ian Brennan, Brad Falchuk, Ryan Murphy","Comedy, Drama, Music, Musical",6.7,134848,71,USA,Won 4 Golden Globes. Another 81 wins & 210 nominations.
Fairy Tail,2009,16+,1,1,0,Fairy Tail2009,"Hiro Mashima, Masashi Sogo","Animation, Action, Adventure, Comedy, Fantasy",8.0,19745,0,Japan,4 wins & 9 nominations.
The Order,2019,18+,1,0,0,The Order2019,"Dennis Heaton, Shelley Eriksen","Drama, Fantasy, Horror",6.8,18509,100,USA,7 nominations.
Legacies,2018,16+,1,0,0,Legacies2018,Julie Plec,"Adventure, Drama, Fantasy, Horror, Mystery",7.5,16961,0,USA,2 nominations.
North & South,2004,7+,1,0,0,North & South2004,0,"Drama, Romance",8.6,29383,0,UK,1 nomination.
Helix,2014,16+,1,0,0,Helix2014,Cameron Porsandeh,"Drama, Horror, Mystery, Sci-Fi, Thriller",6.8,28030,81,"USA, Canada",1 win & 1 nomination.
Safe,2018,18+,1,0,0,Safe2018,Harlan Coben,"Crime, Drama, Mystery, Thriller",7.3,29774,77,UK,0
Lilyhammer,2012,18+,1,0,0,Lilyhammer2012,"Eilif Skodvin, Anne Bjørnstad","Comedy, Crime, Drama",8.0,25604,65,"Norway, USA",6 wins & 1 nomination.
Voltron: Legendary Defender,2016,7+,1,0,0,Voltron: Legendary Defender2016,0,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",8.1,7395,100,USA,9 wins & 10 nominations.
Blue Mountain State,2010,18+,1,0,0,Blue Mountain State2010,"Eric Falconer, Chris Romano","Comedy, Sport",8.3,47905,0,"Canada, USA",0
Marianne,2019,18+,1,0,0,Marianne2019,0,"Drama, Horror",7.5,10968,93,France,1 nomination.
Portlandia,2011,16+,1,0,0,Portlandia2011,"Fred Armisen, Carrie Brownstein, Jonathan Krisel",Comedy,7.8,17871,94,USA,Won 4 Primetime Emmys. Another 6 wins & 47 nominations.
Better Than Us,2018,,1,0,0,Better Than Us2018,Alexander Kessel,"Drama, Sci-Fi",7.4,5803,100,"Russia, UK",2 wins & 2 nominations.
Five Came Back,2017,16+,1,0,0,Five Came Back2017,0,"Documentary, Biography, History, War",8.3,3682,97,USA,Won 1 Primetime Emmy. Another 1 win & 7 nominations.
American Crime,2015,16+,1,0,0,American Crime2015,John Ridley,"Crime, Drama",7.8,9134,97,USA,Nominated for 5 Golden Globes. Another 14 wins & 85 nominations.
Skins,2007,18+,1,0,0,Skins2007,"Jamie Brittain, Bryan Elsley",Drama,8.2,73591,0,UK,7 wins & 31 nominations.
Glitch,2015,16+,1,0,0,Glitch2015,"Tony Ayres, Louise Fox","Drama, Sci-Fi",7.4,14230,80,Australia,4 wins & 10 nominations.
JoJo's Bizarre Adventure,2012,18+,1,1,0,JoJo's Bizarre Adventure2012,0,"Animation, Action, Adventure, Drama, Fantasy, Horror, Thriller",8.4,8359,0,Japan,2 nominations.
The Society,2019,18+,1,0,0,The Society2019,Christopher Keyser,"Drama, Mystery, Sci-Fi, Thriller",7.1,18151,85,USA,0
The Society,2019,18+,1,0,0,The Society2019,Christopher Keyser,"Drama, Mystery, Sci-Fi, Thriller",7.1,18151,85,USA,0
Dracula,2020,18+,1,0,0,Dracula2020,0,"Drama, Horror",6.8,40174,74,UK,2 nominations.
Quantico,2015,16+,1,0,0,Quantico2015,Joshua Safran,"Crime, Drama, Mystery, Thriller",6.7,56674,82,USA,2 wins & 6 nominations.
The Innocence Files,2020,,1,0,0,The Innocence Files2020,0,"Documentary, Crime, Drama",8.0,1146,100,USA,0
The Innocence Files,2020,,1,0,0,The Innocence Files2020,0,"Documentary, Crime, Drama",8.0,1146,100,USA,0
She-Ra and the Princesses of Power,2018,all,1,0,0,She-Ra and the Princesses of Power2018,Noelle Stevenson,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",7.7,8995,97,USA,5 nominations.
Versailles,2015,16+,1,0,0,Versailles2015,"Simon Mirren, David Wolstencroft","Biography, Drama, History, Romance, War",7.9,13246,66,"France, Canada",1 win & 4 nominations.
Rise of Empires: Ottoman,2020,18+,1,0,0,Rise of Empires: Ottoman2020,0,"Documentary, Drama, History, War",8.0,16782,0,0,0
The Mechanism,2018,16+,1,0,0,The Mechanism2018,José Padilha,"Crime, Drama, Thriller",8.4,35226,80,Brazil,2 nominations.
Everything Sucks!,2018,16+,1,0,0,Everything Sucks!2018,"Ben York Jones, Michael Mohan","Comedy, Drama",7.5,14462,72,USA,4 nominations.
Raising Dion,2019,7+,1,0,0,Raising Dion2019,"Carol Barbee, Dennis Liu","Drama, Sci-Fi",7.2,8279,82,USA,1 win & 4 nominations.
All American,2018,16+,1,0,0,All American2018,April Blair,"Drama, Sport",7.7,5396,96,USA,1 win & 3 nominations.
Fullmetal Alchemist,2003,16+,1,0,0,Fullmetal Alchemist2003,0,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",8.5,60730,0,Japan,3 wins.
The Rain,2018,18+,1,0,0,The Rain2018,"Jannik Tai Mosholt, Christian Potalivo, Esben Toft Jacobsen","Drama, Sci-Fi, Thriller",6.3,29386,82,"Denmark, USA",4 nominations.
Nailed It!,2018,7+,1,0,0,Nailed It!2018,0,Reality-TV,7.4,3639,98,USA,Nominated for 3 Primetime Emmys. Another 10 nominations.
Last Tango in Halifax,2012,16+,1,0,0,Last Tango in Halifax2012,Sally Wainwright,"Comedy, Drama, Romance",8.3,4996,98,UK,3 wins & 15 nominations.
Star-Crossed,2014,16+,1,0,0,Star-Crossed2014,Meredith Averill,"Drama, Romance, Sci-Fi",7.3,16679,57,USA,0
The Politician,2019,16+,1,0,0,The Politician2019,"Ian Brennan, Brad Falchuk, Ryan Murphy","Comedy, Drama",7.5,17394,57,USA,Nominated for 2 Golden Globes. Another 1 win & 11 nominations.
Documentary Now!,2015,18+,1,0,0,Documentary Now!2015,"Fred Armisen, Bill Hader, Seth Meyers, Rhys Thomas",Comedy,8.1,5154,94,USA,Nominated for 6 Primetime Emmys. Another 8 nominations.
Baby,2018,18+,1,0,0,Baby2018,"Antonio Le Fosse, Giacomo Mazzariol, Marco Raspanti, Romolo Re Salvador, Eleonora Trucchi",Drama,6.8,7355,80,Italy,0
Secret City,2016,16+,1,0,0,Secret City2016,0,"Mystery, Thriller",7.4,5917,100,Australia,4 wins & 12 nominations.
Abstract: The Art of Design,2017,16+,1,0,0,Abstract: The Art of Design2017,0,Documentary,8.4,4511,100,USA,Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.
Shooter,2016,16+,1,0,0,Shooter2016,John Hlavin,"Action, Drama",7.5,30275,44,USA,2 nominations.
Marcella,2016,18+,1,0,0,Marcella2016,"Hans Rosenfeldt, Nicola Larder","Crime, Drama, Mystery",7.4,21954,65,UK,2 wins & 1 nomination.
The Chef Show,2019,18+,1,0,0,The Chef Show2019,0,Documentary,8.2,3666,100,USA,1 nomination.
The Seven Deadly Sins,2014,16+,1,0,0,The Seven Deadly Sins2014,0,"Animation, Action, Adventure, Comedy, Fantasy",8.1,20748,0,Japan,1 nomination.
Yeh Meri Family,2018,,1,0,0,Yeh Meri Family2018,Sameer Saxena,"Comedy, Drama, Family, Musical, Romance",9.2,18848,0,India,1 nomination.
The Circle,2020,18+,1,0,0,The Circle2020,0,"Game-Show, Reality-TV",7.4,3353,80,"USA, UK",0
The Devil Next Door,2019,18+,1,0,0,The Devil Next Door2019,0,"Documentary, Crime",7.6,8832,91,USA,0
Flowers,2016,,1,0,0,Flowers2016,Will Sharpe,"Comedy, Drama",8.2,4099,100,UK,2 wins & 5 nominations.
The Hollow,2018,7+,1,0,0,The Hollow2018,"Josh Mepham, Kathy Antonsen Rocchio, Greg Sullivan, Vito Viscomi","Animation, Drama, Family, Mystery, Sci-Fi",7.2,3235,100,Canada,6 nominations.
Frontier,2016,18+,1,0,0,Frontier2016,"Rob Blackie, Peter Blackie","Adventure, Drama, History",7.2,15967,75,Canada,18 nominations.
Frontier,2016,18+,1,0,0,Frontier2016,"Rob Blackie, Peter Blackie","Adventure, Drama, History",7.2,15967,75,Canada,18 nominations.
Sword Art Online,2012,16+,1,1,0,Sword Art Online2012,0,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Thriller",7.6,34730,0,Japan,2 wins & 1 nomination.
Frequency,2016,7+,1,0,0,Frequency2016,Jeremy Carver,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",7.5,12563,77,USA,1 nomination.
Wentworth,2013,18+,1,0,0,Wentworth2013,"Reg Watson, Lara Radulovich","Crime, Drama",8.6,16441,0,Australia,17 wins & 57 nominations.
Cold Justice,2013,16+,1,0,0,Cold Justice2013,0,"Documentary, Crime",8.0,1337,80,USA,0
Hyperdrive,2019,7+,1,0,0,Hyperdrive2019,0,Reality-TV,8.1,2108,100,USA,0
The Toys That Made Us,2017,16+,1,0,0,The Toys That Made Us2017,0,"Documentary, Comedy, History",8.1,4441,100,USA,0
Seven Seconds,2018,18+,1,0,0,Seven Seconds2018,Veena Sud,"Crime, Drama",7.7,12631,77,USA,Nominated for 1 Golden Globe. Another 8 wins & 10 nominations.
Spinning Out,2020,18+,1,0,0,Spinning Out2020,Samantha Stratton,"Drama, Sport",7.7,9035,63,USA,0
Killer Inside: The Mind of Aaron Hernandez,2020,18+,1,0,0,Killer Inside: The Mind of Aaron Hernandez2020,0,"Documentary, Crime, Sport",7.4,11512,75,USA,0
Killer Inside: The Mind of Aaron Hernandez,2020,18+,1,0,0,Killer Inside: The Mind of Aaron Hernandez2020,0,"Documentary, Crime, Sport",7.4,11512,75,USA,0
Frozen Planet,2011,all,1,0,0,Frozen Planet2011,0,Documentary,9.0,26147,0,"UK, USA, Spain, Germany, Greece, Canada",Won 4 Primetime Emmys. Another 6 wins & 9 nominations.
London Spy,2015,18+,1,0,0,London Spy2015,0,"Crime, Drama, Mystery, Romance, Thriller",7.5,8939,86,UK,Nominated for 1 Golden Globe. Another 1 win & 7 nominations.
Containment,2016,16+,1,0,0,Containment2016,Julie Plec,Drama,7.2,9961,50,USA,0
Containment,2016,16+,1,0,0,Containment2016,Julie Plec,Drama,7.2,9961,50,USA,0
Last Chance U,2016,16+,1,0,0,Last Chance U2016,0,"Documentary, Sport",8.5,5758,93,USA,1 win & 4 nominations.
Mars,2016,7+,1,0,0,Mars2016,"André Bormanis, Mickey Fisher, Karen Janszen, Ben Young Mason, Jonathan Silberberg, Justin Wilkes","Adventure, Drama, Sci-Fi",7.5,13461,61,USA,5 nominations.
Love 101,2020,18+,1,0,0,Love 1012020,0,"Comedy, Romance",7.6,6638,0,Turkey,0
3%,2016,7+,1,0,0,3%2016,Pedro Aguilera,"Action, Drama, Sci-Fi, Thriller",7.4,20854,33,Brazil,2 nominations.
Zoo,2015,16+,1,0,0,Zoo2015,"Josh Appelbaum, André Nemec, Jeff Pinkner, Scott Rosenberg","Drama, Mystery, Sci-Fi, Thriller",6.8,21151,82,USA,0
Daybreak,2019,18+,1,0,0,Daybreak2019,"Aron Eli Coleite, Brad Peyton","Action, Adventure, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",6.7,14373,70,USA,3 nominations.
Hemlock Grove,2013,18+,1,0,0,Hemlock Grove2013,"Brian McGreevy, Lee Shipman","Drama, Horror, Mystery, Thriller",7.1,36421,38,USA,Nominated for 2 Primetime Emmys. Another 3 nominations.
Trailer Park Boys,2001,18+,1,0,0,Trailer Park Boys2001,Mike Clattenburg,"Comedy, Crime",8.4,36346,0,Canada,4 wins & 22 nominations.
Private Practice,2007,16+,1,1,0,Private Practice2007,Shonda Rhimes,"Comedy, Drama, Romance",6.6,21966,51,USA,11 wins & 21 nominations.
Ragnarok,2020,18+,1,0,0,Ragnarok2020,Adam Price,"Drama, Fantasy, Mystery",7.5,17968,0,"Norway, Denmark",0
Akame ga Kill!,2014,18+,1,1,0,Akame ga Kill!2014,0,"Animation, Action, Comedy, Drama, Fantasy, Horror, Thriller",7.9,15221,0,Japan,1 win & 2 nominations.
Insatiable,2018,16+,1,0,0,Insatiable2018,Lauren Gussis,"Comedy, Drama, Thriller",6.5,21533,11,USA,0
No Tomorrow,2016,7+,1,0,0,No Tomorrow2016,"Corinne Brinkerhoff, Scott McCabe, Tory Stanton","Comedy, Drama, Romance",7.2,4661,88,USA,2 nominations.
The Ranch,2016,16+,1,0,0,The Ranch2016,"Jim Patterson, Don Reo","Comedy, Drama, Western",7.5,32482,0,USA,Won 2 Primetime Emmys. Another 6 nominations.
Ramayan,1987,all,1,0,0,Ramayan1987,Ramanand Sagar,"Adventure, Drama, Family, Fantasy, Musical, War",9.1,12734,0,India,0
Surviving R. Kelly,2019,18+,1,0,0,Surviving R. Kelly2019,0,"Documentary, Crime, Music",7.6,3759,95,USA,Nominated for 1 Primetime Emmy. Another 4 wins & 5 nominations.
Easy,2016,18+,1,0,0,Easy2016,Joe Swanberg,Comedy,6.9,11506,90,USA,1 win & 4 nominations.
Self Made: Inspired by the Life of Madam C.J. Walker,2020,16+,1,0,0,Self Made: Inspired by the Life of Madam C.J. Walker2020,0,Drama,7.3,7899,77,USA,Nominated for 1 Primetime Emmy. Another 1 win & 7 nominations.
Knightfall,2017,16+,1,0,0,Knightfall2017,"Don Handfield, Richard Rayner","Action, Adventure, Drama, History",6.8,16133,60,USA,2 nominations.
Kim's Convenience,2016,16+,1,0,0,Kim's Convenience2016,0,Comedy,8.2,7300,0,Canada,16 wins & 45 nominations.
Kengan Ashura,2019,,1,0,0,Kengan Ashura2019,0,"Animation, Action",8.0,2871,0,"USA, Japan",0
Spotless,2015,,1,0,0,Spotless2015,"Corinne Marrinan, Ed McCardie","Crime, Drama",7.9,2866,100,"UK, France",2 nominations.
Carmen Sandiego,2019,7+,1,0,0,Carmen Sandiego2019,Duane Capizzi,"Animation, Action, Adventure, Family, Mystery",7.9,3357,93,USA,Won 1 Primetime Emmy. Another 2 wins & 12 nominations.
Inside Bill's Brain: Decoding Bill Gates,2019,16+,1,0,0,Inside Bill's Brain: Decoding Bill Gates2019,0,Documentary,7.9,8158,50,USA,0
Flint Town,2018,18+,1,0,0,Flint Town2018,0,"Documentary, Crime",7.9,3006,95,USA,1 win & 4 nominations.
Flint Town,2018,18+,1,0,0,Flint Town2018,0,"Documentary, Crime",7.9,3006,95,USA,1 win & 4 nominations.
Scooby-Doo! Mystery Incorporated,2010,7+,1,0,0,Scooby-Doo! Mystery Incorporated2010,"Joe Ruby, Ken Spears","Animation, Adventure, Comedy, Crime, Drama, Family, Fantasy, Horror, Mystery",8.0,8501,0,USA,9 nominations.
Africa,2013,all,1,0,0,Africa2013,0,Documentary,9.0,13803,0,UK,1 win & 3 nominations.
The Frankenstein Chronicles,2015,16+,1,0,0,The Frankenstein Chronicles2015,"Barry Langford, Benjamin Ross","Crime, Drama, Fantasy, History, Mystery",7.3,9377,78,UK,2 wins.
Meteor Garden,2018,16+,1,0,0,Meteor Garden2018,0,"Drama, Romance",8.1,2496,0,China,1 win.
Wu Assassins,2019,18+,1,0,0,Wu Assassins2019,"Tony Krantz, John Wirth","Action, Crime, Drama, Fantasy",6.4,9337,83,USA,3 nominations.
The Black Donnellys,2007,16+,1,0,0,The Black Donnellys2007,"Paul Haggis, Bobby Moresco","Crime, Drama",8.1,13461,40,USA,2 nominations.
Collateral,2018,7+,1,0,0,Collateral2018,0,"Crime, Drama, Mystery, Thriller",6.7,12513,78,"UK, USA",4 nominations.
1983,2018,18+,1,0,0,19832018,Joshua Long,"Crime, Drama, Thriller",6.8,3285,100,"Poland, USA",1 nomination.
November 13: Attack on Paris,2018,18+,1,0,0,November 13: Attack on Paris2018,0,Documentary,8.3,2024,100,France,0
Black Butler,2008,16+,1,1,0,Black Butler2008,0,"Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Mystery, Thriller",7.8,6320,0,Japan,0
Green Eggs and Ham,2019,,1,0,0,Green Eggs and Ham2019,Jared Stern,"Animation, Adventure, Comedy, Family",8.2,1711,100,"UK, Canada, USA",1 win & 4 nominations.
The Confession Tapes,2017,16+,1,0,0,The Confession Tapes2017,Kelly Loudenberg,"Documentary, Crime",7.5,4445,100,USA,1 nomination.
Bad Blood,2017,18+,1,0,0,Bad Blood2017,"Michael Konyves, Simon Barry","Crime, Drama",7.5,6828,80,Canada,2 wins & 8 nominations.
Formula 1: Drive to Survive,2019,16+,1,0,0,Formula 1: Drive to Survive2019,0,"Documentary, Sport",8.6,16754,0,UK,4 nominations.
Formula 1: Drive to Survive,2019,16+,1,0,0,Formula 1: Drive to Survive2019,0,"Documentary, Sport",8.6,16754,0,UK,4 nominations.
The Trials of Gabriel Fernandez,2020,18+,1,0,0,The Trials of Gabriel Fernandez2020,0,"Documentary, Crime",8.2,6436,80,USA,0
Ugly Delicious,2018,18+,1,0,0,Ugly Delicious2018,Morgan Neville,Documentary,7.8,2925,100,USA,0
The Night Shift,2014,16+,1,0,0,The Night Shift2014,"Jeff Judah, Gabe Sachs","Drama, Romance",7.4,10682,30,USA,3 wins & 2 nominations.
